Salutation,Last Name,First Name,Vlookup Name,Full Name,City,Country,Position,Department,Affiliation,E_mail,Contact Info,URL,Organization,Organization_Committee,Organization_Role,Congress,Congress_Year,Congress_Session,Congress_Title_of_Session,Congress_Role,Journal,Journal_Editorial Board,Journal_Role,Guideline_Name,Guideline_Year,Guideline_Role,CT_NCT_Id_Breast Cancer,title,recruiting,conditions,interventions,lead_sponsor,other_sponsor,phase,study_type,Role,start_dt,end_dt,First Author,Last Author,Total Pub Count,Total 2002-2006,Total 2007-2011,Total 2012-2017
1,Gucalp,Ayca,Gucalp A,Ayca Gucalp,(Blank),USA,(Blank),(Blank),Memorial Sloan Kettering Cancer Center,(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT01849250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Gucalp,Ayca,Gucalp A,Ayca Gucalp,(Blank),USA,(Blank),(Blank),Memorial Sloan Kettering Cancer Center,(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02605486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Gucalp,Ayca,Gucalp A,Ayca Gucalp,(Blank),USA,(Blank),(Blank),Memorial Sloan Kettering Cancer Center,(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02750358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Guillaume,VOGIN ,Guillaume V,VOGIN  Guillaume,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02898376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Guillaume,VOGIN ,Guillaume V,VOGIN  Guillaume,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT03000764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Guimarey,Ilda ,Guimarey I,Ilda  Guimarey,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT03009058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Gulley,James L,Gulley J,James L Gulley,Bethesda,USA,(Blank),(Blank),National Cancer Institute,(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT00034216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Gulley,James L,Gulley J,James L Gulley,Bethesda,USA,(Blank),(Blank),National Cancer Institute,(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT00088413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Gupta,Subhas C.,Gupta S,Subhas C. Gupta,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02659501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Gupta,Sudeep ,Gupta S,Sudeep  Gupta,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT03022162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Gur,Assaf ,Gur A,Assaf  Gur,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02679378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Gurtner,Geoffrey ,Gurtner G,Geoffrey  Gurtner,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT01216319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Guthrie,Tracey ,Guthrie T,Tracey  Guthrie,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT00353483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Guthrie,Tracey ,Guthrie T,Tracey  Guthrie,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT01779050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Guthrie,Tracey ,Guthrie T,Tracey  Guthrie,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT01821768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Gutierrez,Lia ,Gutierrez L,Lia  Gutierrez,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02695121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Haas,Jennifer S,Haas J,Jennifer S Haas,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02986360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Haberlin,Ciaran ,Haberlin C,Ciaran  Haberlin,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT03036436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Haberlin,Ciaran ,Haberlin C,Ciaran  Haberlin,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT03036436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Habin,Karleen R,Habin K,Karleen R Habin,(Blank),USA,(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02939274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Haddad,Tufia,Haddad T,Tufia Haddad,Rochester,USA,(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT00684983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Haddad,Tufia,Haddad T,Tufia Haddad,Rochester,USA,(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02219789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Haddad,Tufia,Haddad T,Tufia Haddad,Rochester,USA,(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02860000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Hageman,Lindsey ,Hageman L,Lindsey  Hageman,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT01196936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,HAGUENOER,ken ,HAGUENOER k,ken  HAGUENOER,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT03000920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Hahn,Erin E,Hahn E,Erin E Hahn,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02941614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Haigentz,Missak ,Haigentz M,Missak  Haigentz,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT01249443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Hajek,Richard A.,Hajek R,Richard A. Hajek,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT01508273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Haley,Barbara ,Haley B,Barbara  Haley,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT01976169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Hall,Ronald G,Hall R,Ronald G Hall,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT01537029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Hallberg,Håkan ,Hallberg H,Håkan  Hallberg,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02985073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Hamill,Claire ,Hamill C,Claire  Hamill,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT03036943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Hamilton,Anne ,Hamilton A,Anne  Hamilton,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT00010010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Hamilton,Erika P,Hamilton E,Erika P Hamilton,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02248090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Hamilton,Erika P,Hamilton E,Erika P Hamilton,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02436772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Hamilton,Erika P,Hamilton E,Erika P Hamilton,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02599714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Hamilton,Erika P,Hamilton E,Erika P Hamilton,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02950064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Hamilton,Erika P,Hamilton E,Erika P Hamilton,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02511795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Hamilton,Jada ,Hamilton J,Jada  Hamilton,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02217891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Hamilton,Jada ,Hamilton J,Jada  Hamilton,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02565017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Han,Guohui ,Han G,Guohui  Han,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02947061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Han,Heather ,Han H,Heather  Han,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT01795586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Han,Hyo S.,Han H,Hyo S. Han,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02402764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Hardin,Megan ,Hardin M,Megan  Hardin,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT01674140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Harrington,Kristi M,Harrington K,Kristi M Harrington,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02496065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Harris,Adrian ,Harris A,Adrian  Harris,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT03036943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Harris,Eleanor ,Harris E,Eleanor  Harris,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT01570998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Harris,Jay R,Harris J,Jay R Harris,Boston,USA,(Blank),(Blank),Harvard Medical School,(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02653755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Harrison,Lynn ,Harrison L,Lynn  Harrison,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT03050268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Hartman,Heidi ,Hartman H,Heidi  Hartman,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT01938157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Hartman,Sheri J,Hartman S,Sheri J Hartman,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT03041545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Harvey,R. Donald,Harvey R,R. Donald Harvey,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02273752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Hassan,Mohamed E,Hassan M,Mohamed E Hassan,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02946294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Hausman,Diana F,Hausman D,Diana F Hausman,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02892123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Hawkins,Robert ,Hawkins R,Robert  Hawkins,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT00468468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Hawley,Sarah T.,Hawley S,Sarah T. Hawley,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT01840163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Hawley,Sarah T.,Hawley S,Sarah T. Hawley,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT01840163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Hay,Jennifer ,Hay J,Jennifer  Hay,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02565017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Hayes,Daniel F,Hayes D,Daniel F Hayes,Ann Arbor,USA,(Blank),(Blank),University of Michigan Comprehensive Cancer Center,(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT01701050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Hayes,Daniel F,Hayes D,Daniel F Hayes,Ann Arbor,USA,(Blank),(Blank),University of Michigan Comprehensive Cancer Center,(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT00004893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Hayes-Macaluso,Mary ,Hayes-Macaluso M,Mary  Hayes-Macaluso,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT03015649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Heber,David ,Heber D,David  Heber,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT00003098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Hecht,Randy ,Hecht R,Randy  Hecht,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02576665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Hedrick,Teresa ,Hedrick T,Teresa  Hedrick,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02934360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Heerdt,Alexandra ,Heerdt A,Alexandra  Heerdt,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT01157767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Heery,Christopher R,Heery C,Christopher R Heery,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02179515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Hege,Kristen ,Hege K,Kristen  Hege,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT01177397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Heijnen,Cobi J.,Heijnen C,Cobi J. Heijnen,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02349217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Heil,Joerg ,Heil J,Joerg  Heil,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02948764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Henry,Norah Lynn,Henry N,Norah Lynn Henry,Ann Arbor,USA,(Blank),(Blank),University of Michigan Comprehensive Cancer Center,(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT01639417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Henry,Norah Lynn,Henry N,Norah Lynn Henry,Ann Arbor,USA,(Blank),(Blank),University of Michigan Comprehensive Cancer Center,(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02338115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Henry,Norah Lynn,Henry N,Norah Lynn Henry,Ann Arbor,USA,(Blank),(Blank),University of Michigan Comprehensive Cancer Center,(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT01598298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Henry,Norah Lynn,Henry N,Norah Lynn Henry,Ann Arbor,USA,(Blank),(Blank),University of Michigan Comprehensive Cancer Center,(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT01896050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Henry,Norah Lynn,Henry N,Norah Lynn Henry,Ann Arbor,USA,(Blank),(Blank),University of Michigan Comprehensive Cancer Center,(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT01921296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Henry,Norah Lynn,Henry N,Norah Lynn Henry,Ann Arbor,USA,(Blank),(Blank),University of Michigan Comprehensive Cancer Center,(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT01983995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Henry,Norah Lynn,Henry N,Norah Lynn Henry,Ann Arbor,USA,(Blank),(Blank),University of Michigan Comprehensive Cancer Center,(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT01983982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Henry,Norah Lynn,Henry N,Norah Lynn Henry,Ann Arbor,USA,(Blank),(Blank),University of Michigan Comprehensive Cancer Center,(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02118636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Henry,Norah Lynn,Henry N,Norah Lynn Henry,Ann Arbor,USA,(Blank),(Blank),University of Michigan Comprehensive Cancer Center,(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02455882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Henry,Norah Lynn,Henry N,Norah Lynn Henry,Ann Arbor,USA,(Blank),(Blank),University of Michigan Comprehensive Cancer Center,(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02495155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Henry,Norah Lynn,Henry N,Norah Lynn Henry,Ann Arbor,USA,(Blank),(Blank),University of Michigan Comprehensive Cancer Center,(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02679586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Henry,Norah Lynn,Henry N,Norah Lynn Henry,Ann Arbor,USA,(Blank),(Blank),University of Michigan Comprehensive Cancer Center,(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02712437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Hepel,Jaroslaw ,Hepel J,Jaroslaw  Hepel,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT01463007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Hepler,Kerry ,Hepler K,Kerry  Hepler,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02379247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Hepler,Kerry ,Hepler K,Kerry  Hepler,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02393794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Hepler,Kerry ,Hepler K,Kerry  Hepler,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02413320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Hepler,Kerry ,Hepler K,Kerry  Hepler,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02595320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Hepler,Kerry ,Hepler K,Kerry  Hepler,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02712723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Hepler,Kerry ,Hepler K,Kerry  Hepler,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02958774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Hershman,Dawn L,Hershman D,Dawn L Hershman,New York,USA,Professor,Medicine and Epidemiology,Columbia University,(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT01535066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Hertz,Daniel L,Hertz D,Daniel L Hertz,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02338115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Heslop,Helen ,Heslop H,Helen  Heslop,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02239861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Higdon,Kent K,Higdon K,Kent K Higdon,(Blank),USA,Assistant Professor of Plastic Surgery,(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02395614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Himelstein,Andrew L.,Himelstein A,Andrew L. Himelstein,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT00869206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Hines,Stephanie ,Hines S,Stephanie  Hines,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT00054418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Hines,Stephanie ,Hines S,Stephanie  Hines,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT00436917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Hirschey,Rachel ,Hirschey R,Rachel  Hirschey,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02348710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Hirshfield,Kim ,Hirshfield K,Kim  Hirshfield,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02315196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Ho,Alice Y,Ho A,Alice Y Ho,(Blank),USA,(Blank),(Blank),Cedars-Sinai Medical Center,(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT01856543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Ho,Alice Y,Ho A,Alice Y Ho,(Blank),USA,(Blank),(Blank),Cedars-Sinai Medical Center,(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02086578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Ho,Alice Y,Ho A,Alice Y Ho,(Blank),USA,(Blank),(Blank),Cedars-Sinai Medical Center,(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02422498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Ho,Alice Y,Ho A,Alice Y Ho,(Blank),USA,(Blank),(Blank),Cedars-Sinai Medical Center,(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02730130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Ho,Ching ,Ho C,Ching  Ho,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02364960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Hobday,Timothy J,Hobday T,Timothy J Hobday,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT00573755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Hoefler,Jenine ,Hoefler J,Jenine  Hoefler,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02758756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Hoeppner,Suzanne ,Hoeppner S,Suzanne  Hoeppner,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02739620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Hoffman,Anthony ,Hoffman A,Anthony  Hoffman,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02626507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Hoffman,John M,Hoffman J,John M Hoffman,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT00708045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Hoffman,Karen,Hoffman K,Karen Hoffman,(Blank),USA,(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02626507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Hoffman,Karen,Hoffman K,Karen Hoffman,(Blank),USA,(Blank),(Blank),(Blank),(Blank),(Blank),https://clinicaltrials.gov/ct2/show/NCT02912312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
